filter,n,max_tries,b,search_total_time,insert_total_time,insert_average_time
counting_cuckoo,1000,8,1843,0.0031,0.0045,0.0045
counting_cuckoo,500,32,1843,0.0028,0.0044,0.0044
cuckoo,1000,8,1843,0.003,0.004,0.004
cuckoo,500,32,1843,0.0031,0.0042,0.0042
counting_cuckoo,1000,8,1863,0.0029,0.0039,0.0039
counting_cuckoo,500,32,1863,0.0028,0.0042,0.0042
cuckoo,1000,8,1863,0.0028,0.0041,0.0041
cuckoo,500,32,1863,0.0032,0.0174,0.0174
counting_cuckoo,1000,8,1883,0.005,0.004,0.004
counting_cuckoo,500,32,1883,0.0033,0.0043,0.0043
cuckoo,1000,8,1883,0.0039,0.0037,0.0037
cuckoo,500,32,1883,0.0032,0.0043,0.0043
counting_cuckoo,1000,8,1903,0.0037,0.005,0.005
counting_cuckoo,500,32,1903,0.0077,0.0042,0.0042
cuckoo,1000,8,1903,0.0028,0.0038,0.0038
cuckoo,500,32,1903,0.0051,0.0563,0.0563
counting_cuckoo,1000,8,1923,0.0031,0.0051,0.0051
counting_cuckoo,500,32,1923,0.0035,0.0044,0.0044
cuckoo,1000,8,1923,0.0031,0.0037,0.0037
cuckoo,500,32,1923,0.0033,0.0046,0.0046
counting_cuckoo,1000,8,1943,0.0039,0.0039,0.0039
counting_cuckoo,500,32,1943,0.0037,0.004,0.004
cuckoo,1000,8,1943,0.0029,0.0046,0.0046
cuckoo,500,32,1943,0.0028,0.0042,0.0042
counting_cuckoo,1000,8,1963,0.0031,0.0044,0.0044
counting_cuckoo,500,32,1963,0.0031,0.0061,0.0061
cuckoo,1000,8,1963,0.0029,0.0039,0.0039
cuckoo,500,32,1963,0.0031,0.0046,0.0046
counting_cuckoo,1000,8,1983,0.0067,0.0322,0.0322
counting_cuckoo,500,32,1983,0.0043,0.0596,0.0596
cuckoo,1000,8,1983,0.0048,0.0053,0.0053
cuckoo,500,32,1983,0.005,0.005,0.005
counting_cuckoo,1000,8,2003,0.0033,0.0045,0.0045
counting_cuckoo,500,32,2003,0.0032,0.0047,0.0047
cuckoo,1000,8,2003,0.0036,0.0042,0.0042
cuckoo,500,32,2003,0.0061,0.0634,0.0634
counting_cuckoo,1000,8,2023,0.0028,0.0064,0.0064
counting_cuckoo,500,32,2023,0.0037,0.004,0.004
cuckoo,1000,8,2023,0.003,0.0037,0.0037
cuckoo,500,32,2023,0.0031,0.0038,0.0038
counting_cuckoo,1000,8,2043,0.0034,0.0044,0.0044
counting_cuckoo,500,32,2043,0.003,0.0041,0.0041
cuckoo,1000,8,2043,0.0047,0.0045,0.0045
cuckoo,500,32,2043,0.0029,0.0038,0.0038
counting_cuckoo,1000,8,2063,0.0034,0.0049,0.0049
counting_cuckoo,500,32,2063,0.003,0.0043,0.0043
cuckoo,1000,8,2063,0.0032,0.0037,0.0037
cuckoo,500,32,2063,0.0033,0.004,0.004
counting_cuckoo,1000,8,2083,0.0033,0.007,0.007
counting_cuckoo,500,32,2083,0.0034,0.0043,0.0043
cuckoo,1000,8,2083,0.0029,0.0041,0.0041
cuckoo,500,32,2083,0.0031,0.0039,0.0039
counting_cuckoo,1000,8,2103,0.0033,0.0048,0.0048
counting_cuckoo,500,32,2103,0.003,0.0042,0.0042
cuckoo,1000,8,2103,0.0031,0.0042,0.0042
cuckoo,500,32,2103,0.0046,0.0154,0.0154
counting_cuckoo,1000,8,2123,0.0033,0.0043,0.0043
counting_cuckoo,500,32,2123,0.0032,0.0039,0.0039
cuckoo,1000,8,2123,0.0034,0.0041,0.0041
cuckoo,500,32,2123,0.0031,0.0075,0.0075
counting_cuckoo,1000,8,2143,0.0032,0.0062,0.0062
counting_cuckoo,500,32,2143,0.0029,0.0043,0.0043
cuckoo,1000,8,2143,0.0048,0.0055,0.0055
cuckoo,500,32,2143,0.0029,0.0041,0.0041
counting_cuckoo,1000,8,2163,0.0034,0.0046,0.0046
counting_cuckoo,500,32,2163,0.0035,0.0045,0.0045
cuckoo,1000,8,2163,0.0042,0.0108,0.0108
cuckoo,500,32,2163,0.0029,0.0047,0.0047
counting_cuckoo,1000,8,2183,0.0035,0.0042,0.0042
counting_cuckoo,500,32,2183,0.0042,0.005,0.005
cuckoo,1000,8,2183,0.0031,0.004,0.004
cuckoo,500,32,2183,0.0032,0.0045,0.0045
counting_cuckoo,1000,8,2203,0.0031,0.0041,0.0041
counting_cuckoo,500,32,2203,0.0045,0.0046,0.0046
cuckoo,1000,8,2203,0.003,0.0046,0.0046
cuckoo,500,32,2203,0.0033,0.0049,0.0049
counting_cuckoo,1000,8,2223,0.003,0.0038,0.0038
counting_cuckoo,500,32,2223,0.0036,0.0041,0.0041
cuckoo,1000,8,2223,0.0029,0.0039,0.0039
cuckoo,500,32,2223,0.0031,0.0046,0.0046
counting_cuckoo,1000,8,2243,0.0061,0.0051,0.0051
counting_cuckoo,500,32,2243,0.0034,0.0222,0.0222
cuckoo,1000,8,2243,0.0047,0.0051,0.0051
cuckoo,500,32,2243,0.0041,0.0041,0.0041
counting_cuckoo,1000,8,2263,0.0037,0.0129,0.0129
counting_cuckoo,500,32,2263,0.0031,0.0045,0.0045
cuckoo,1000,8,2263,0.0029,0.0048,0.0048
cuckoo,500,32,2263,0.003,0.0041,0.0041
counting_cuckoo,1000,8,2283,0.0041,0.0039,0.0039
counting_cuckoo,500,32,2283,0.0034,0.0043,0.0043
cuckoo,1000,8,2283,0.0052,0.0049,0.0049
cuckoo,500,32,2283,0.0037,0.0046,0.0046
counting_cuckoo,1000,8,2303,0.0033,0.0042,0.0042
counting_cuckoo,500,32,2303,0.0028,0.0041,0.0041
cuckoo,1000,8,2303,0.0029,0.0041,0.0041
cuckoo,500,32,2303,0.0029,0.0053,0.0053
counting_cuckoo,1000,8,2323,0.003,0.004,0.004
counting_cuckoo,500,32,2323,0.0037,0.0042,0.0042
cuckoo,1000,8,2323,0.0045,0.0056,0.0056
cuckoo,500,32,2323,0.0033,0.0044,0.0044
counting_cuckoo,1000,8,2343,0.003,0.004,0.004
counting_cuckoo,500,32,2343,0.0032,0.0049,0.0049
cuckoo,1000,8,2343,0.0028,0.0079,0.0079
cuckoo,500,32,2343,0.003,0.0042,0.0042
counting_cuckoo,1000,8,2363,0.0036,0.0041,0.0041
counting_cuckoo,500,32,2363,0.0039,0.0205,0.0205
cuckoo,1000,8,2363,0.0039,0.0042,0.0042
cuckoo,500,32,2363,0.0033,0.0064,0.0064
counting_cuckoo,1000,8,2383,0.0039,0.0045,0.0045
counting_cuckoo,500,32,2383,0.0047,0.0292,0.0292
cuckoo,1000,8,2383,0.0038,0.0046,0.0046
cuckoo,500,32,2383,0.0031,0.0046,0.0046
counting_cuckoo,1000,8,2403,0.0043,0.0042,0.0042
counting_cuckoo,500,32,2403,0.0037,0.0047,0.0047
cuckoo,1000,8,2403,0.0044,0.0046,0.0046
cuckoo,500,32,2403,0.0039,0.004,0.004
counting_cuckoo,1000,8,2423,0.0031,0.0039,0.0039
counting_cuckoo,500,32,2423,0.0032,0.0049,0.0049
cuckoo,1000,8,2423,0.0048,0.0041,0.0041
cuckoo,500,32,2423,0.003,0.0047,0.0047
counting_cuckoo,1000,8,2443,0.0033,0.0039,0.0039
counting_cuckoo,500,32,2443,0.0033,0.0046,0.0046
cuckoo,1000,8,2443,0.0035,0.004,0.004
cuckoo,500,32,2443,0.0046,0.0048,0.0048
counting_cuckoo,1000,8,2463,0.0059,0.0896,0.0896
counting_cuckoo,500,32,2463,0.0055,0.0103,0.0103
cuckoo,1000,8,2463,0.003,0.0186,0.0186
cuckoo,500,32,2463,0.0049,0.0052,0.0052
counting_cuckoo,1000,8,2483,0.0033,0.0046,0.0046
counting_cuckoo,500,32,2483,0.0037,0.0044,0.0044
cuckoo,1000,8,2483,0.0032,0.0057,0.0057
cuckoo,500,32,2483,0.0041,0.0068,0.0068
counting_cuckoo,1000,8,2503,0.0034,0.0047,0.0047
counting_cuckoo,500,32,2503,0.0045,0.0047,0.0047
cuckoo,1000,8,2503,0.0031,0.0044,0.0044
cuckoo,500,32,2503,0.0035,0.0066,0.0066
counting_cuckoo,1000,8,2523,0.0032,0.0049,0.0049
counting_cuckoo,500,32,2523,0.003,0.0045,0.0045
cuckoo,1000,8,2523,0.0028,0.0039,0.0039
cuckoo,500,32,2523,0.0031,0.0041,0.0041
counting_cuckoo,1000,8,2543,0.0035,0.0042,0.0042
counting_cuckoo,500,32,2543,0.0032,0.0046,0.0046
cuckoo,1000,8,2543,0.004,0.0049,0.0049
cuckoo,500,32,2543,0.003,0.0047,0.0047
counting_cuckoo,1000,8,2563,0.0039,0.0073,0.0073
counting_cuckoo,500,32,2563,0.0035,0.0098,0.0098
cuckoo,1000,8,2563,0.0074,0.0108,0.0108
cuckoo,500,32,2563,0.0031,0.0045,0.0045
counting_cuckoo,1000,8,2583,0.0029,0.0041,0.0041
counting_cuckoo,500,32,2583,0.0032,0.0048,0.0048
cuckoo,1000,8,2583,0.0056,0.0067,0.0067
cuckoo,500,32,2583,0.0034,0.0045,0.0045
counting_cuckoo,1000,8,2603,0.0029,0.0038,0.0038
counting_cuckoo,500,32,2603,0.0029,0.0062,0.0062
cuckoo,1000,8,2603,0.0029,0.0039,0.0039
cuckoo,500,32,2603,0.003,0.0044,0.0044
counting_cuckoo,1000,8,2623,0.0028,0.0048,0.0048
counting_cuckoo,500,32,2623,0.0029,0.0043,0.0043
cuckoo,1000,8,2623,0.0029,0.0037,0.0037
cuckoo,500,32,2623,0.0027,0.0042,0.0042
counting_cuckoo,1000,8,2643,0.0033,0.0045,0.0045
counting_cuckoo,500,32,2643,0.0034,0.0043,0.0043
cuckoo,1000,8,2643,0.0028,0.0043,0.0043
cuckoo,500,32,2643,0.003,0.0042,0.0042
counting_cuckoo,1000,8,2663,0.003,0.0043,0.0043
counting_cuckoo,500,32,2663,0.003,0.0047,0.0047
cuckoo,1000,8,2663,0.0029,0.0038,0.0038
cuckoo,500,32,2663,0.0031,0.0044,0.0044
counting_cuckoo,1000,8,2683,0.0031,0.0039,0.0039
counting_cuckoo,500,32,2683,0.003,0.0043,0.0043
cuckoo,1000,8,2683,0.003,0.0037,0.0037
cuckoo,500,32,2683,0.0028,0.0045,0.0045
counting_cuckoo,1000,8,2703,0.0032,0.0041,0.0041
counting_cuckoo,500,32,2703,0.0032,0.0045,0.0045
cuckoo,1000,8,2703,0.0028,0.0039,0.0039
cuckoo,500,32,2703,0.0032,0.0045,0.0045
counting_cuckoo,1000,8,2723,0.0045,0.0058,0.0058
counting_cuckoo,500,32,2723,0.0035,0.0045,0.0045
cuckoo,1000,8,2723,0.003,0.0039,0.0039
cuckoo,500,32,2723,0.0031,0.0045,0.0045
counting_cuckoo,1000,8,2743,0.0029,0.0038,0.0038
counting_cuckoo,500,32,2743,0.0036,0.0047,0.0047
cuckoo,1000,8,2743,0.0042,0.0043,0.0043
cuckoo,500,32,2743,0.0029,0.0047,0.0047
counting_cuckoo,1000,8,2763,0.003,0.0036,0.0036
counting_cuckoo,500,32,2763,0.0032,0.0042,0.0042
cuckoo,1000,8,2763,0.0043,0.0078,0.0078
cuckoo,500,32,2763,0.004,0.0047,0.0047
counting_cuckoo,1000,8,2783,0.003,0.0043,0.0043
counting_cuckoo,500,32,2783,0.0049,0.0066,0.0066
cuckoo,1000,8,2783,0.0032,0.0049,0.0049
cuckoo,500,32,2783,0.0035,0.0051,0.0051
counting_cuckoo,1000,8,2803,0.0032,0.0043,0.0043
counting_cuckoo,500,32,2803,0.0036,0.0051,0.0051
cuckoo,1000,8,2803,0.0028,0.0038,0.0038
cuckoo,500,32,2803,0.003,0.0041,0.0041
counting_cuckoo,1000,8,2823,0.0032,0.0043,0.0043
counting_cuckoo,500,32,2823,0.0028,0.0045,0.0045
cuckoo,1000,8,2823,0.0029,0.0039,0.0039
cuckoo,500,32,2823,0.0028,0.0039,0.0039
counting_cuckoo,1000,8,2843,0.0028,0.0041,0.0041
counting_cuckoo,500,32,2843,0.0029,0.0041,0.0041
cuckoo,1000,8,2843,0.0028,0.0042,0.0042
cuckoo,500,32,2843,0.0028,0.0047,0.0047
counting_cuckoo,1000,8,2863,0.0036,0.004,0.004
counting_cuckoo,500,32,2863,0.0027,0.0045,0.0045
cuckoo,1000,8,2863,0.0026,0.0043,0.0043
cuckoo,500,32,2863,0.0029,0.0043,0.0043
counting_cuckoo,1000,8,2883,0.003,0.0044,0.0044
counting_cuckoo,500,32,2883,0.0029,0.0041,0.0041
cuckoo,1000,8,2883,0.0029,0.0077,0.0077
cuckoo,500,32,2883,0.0029,0.0044,0.0044
counting_cuckoo,1000,8,2903,0.0028,0.0038,0.0038
counting_cuckoo,500,32,2903,0.0027,0.0046,0.0046
cuckoo,1000,8,2903,0.0028,0.0042,0.0042
cuckoo,500,32,2903,0.0027,0.0047,0.0047
counting_cuckoo,1000,8,2923,0.003,0.004,0.004
counting_cuckoo,500,32,2923,0.003,0.0039,0.0039
cuckoo,1000,8,2923,0.0027,0.0046,0.0046
cuckoo,500,32,2923,0.0027,0.004,0.004
counting_cuckoo,1000,8,2943,0.0033,0.0042,0.0042
counting_cuckoo,500,32,2943,0.0029,0.0045,0.0045
cuckoo,1000,8,2943,0.0032,0.0041,0.0041
cuckoo,500,32,2943,0.0028,0.0044,0.0044
counting_cuckoo,1000,8,2963,0.0031,0.0042,0.0042
counting_cuckoo,500,32,2963,0.0029,0.0041,0.0041
cuckoo,1000,8,2963,0.0033,0.004,0.004
cuckoo,500,32,2963,0.0032,0.0055,0.0055
counting_cuckoo,1000,8,2983,0.0034,0.0064,0.0064
counting_cuckoo,500,32,2983,0.003,0.0043,0.0043
cuckoo,1000,8,2983,0.0038,0.0045,0.0045
cuckoo,500,32,2983,0.0036,0.0043,0.0043
counting_cuckoo,1000,8,3003,0.0033,0.0043,0.0043
counting_cuckoo,500,32,3003,0.0036,0.0077,0.0077
cuckoo,1000,8,3003,0.0052,0.0054,0.0054
cuckoo,500,32,3003,0.0038,0.0055,0.0055
counting_cuckoo,1000,8,3023,0.0037,0.0042,0.0042
counting_cuckoo,500,32,3023,0.0042,0.0057,0.0057
cuckoo,1000,8,3023,0.0037,0.0054,0.0054
cuckoo,500,32,3023,0.0032,0.0043,0.0043
counting_cuckoo,1000,8,3043,0.0032,0.0039,0.0039
counting_cuckoo,500,32,3043,0.0033,0.006,0.006
cuckoo,1000,8,3043,0.003,0.004,0.004
cuckoo,500,32,3043,0.0052,0.0039,0.0039
counting_cuckoo,1000,8,3063,0.003,0.0041,0.0041
counting_cuckoo,500,32,3063,0.0036,0.0041,0.0041
cuckoo,1000,8,3063,0.0085,0.0049,0.0049
cuckoo,500,32,3063,0.0056,0.0107,0.0107
counting_cuckoo,1000,8,3083,0.0031,0.0049,0.0049
counting_cuckoo,500,32,3083,0.0033,0.0041,0.0041
cuckoo,1000,8,3083,0.0034,0.0043,0.0043
cuckoo,500,32,3083,0.0035,0.0041,0.0041
counting_cuckoo,1000,8,3103,0.004,0.0053,0.0053
counting_cuckoo,500,32,3103,0.0031,0.0041,0.0041
cuckoo,1000,8,3103,0.0031,0.0044,0.0044
cuckoo,500,32,3103,0.0064,0.014,0.014
counting_cuckoo,1000,8,3123,0.0032,0.0039,0.0039
counting_cuckoo,500,32,3123,0.0052,0.0647,0.0647
cuckoo,1000,8,3123,0.0036,0.0041,0.0041
cuckoo,500,32,3123,0.0035,0.028,0.028
counting_cuckoo,1000,8,3143,0.0029,0.0039,0.0039
counting_cuckoo,500,32,3143,0.0033,0.0056,0.0056
cuckoo,1000,8,3143,0.0027,0.0045,0.0045
cuckoo,500,32,3143,0.0084,0.0086,0.0086
counting_cuckoo,1000,8,3163,0.004,0.006,0.006
counting_cuckoo,500,32,3163,0.0041,0.0088,0.0088
cuckoo,1000,8,3163,0.003,0.0037,0.0037
cuckoo,500,32,3163,0.003,0.0046,0.0046
counting_cuckoo,1000,8,3183,0.0032,0.0041,0.0041
counting_cuckoo,500,32,3183,0.0033,0.0043,0.0043
cuckoo,1000,8,3183,0.0028,0.0042,0.0042
cuckoo,500,32,3183,0.0031,0.0041,0.0041
counting_cuckoo,1000,8,3203,0.0031,0.0041,0.0041
counting_cuckoo,500,32,3203,0.0032,0.0041,0.0041
cuckoo,1000,8,3203,0.0032,0.007,0.007
cuckoo,500,32,3203,0.0038,0.0044,0.0044
counting_cuckoo,1000,8,3223,0.0061,0.0049,0.0049
counting_cuckoo,500,32,3223,0.0044,0.0086,0.0086
